Date,Ticker,TransactionType,TransactionValue
08/31/2017,TSX:CM,Public Offering,62.67
08/30/2017,TSX:CM,Public Offering,1.42
08/30/2017,TSX:CM,Public Offering,6.21
08/29/2017,TSX:CM,Public Offering,3.89
08/28/2017,TSX:CM,Public Offering,0.42
08/28/2017,TSX:CM,Public Offering,12.48
08/25/2017,TSX:CM,Public Offering,0.89
08/25/2017,TSX:CM,Public Offering,5.91
08/25/2017,TSX:CM,Public Offering,50.00
08/25/2017,TSX:CM,Public Offering,50.00
08/25/2017,TSX:CM,Public Offering,50.00
08/25/2017,TSX:CM,Public Offering,50.00
08/22/2017,TSX:CM,Public Offering,169.26
08/21/2017,TSX:CM,Public Offering,54.70
08/18/2017,TSX:CM,Public Offering,3.57
08/18/2017,TSX:CM,Public Offering,0.57
08/18/2017,TSX:CM,Public Offering,50.00
08/18/2017,TSX:CM,Public Offering,50.00
08/17/2017,TSX:CM,Public Offering,2.19
08/17/2017,TSX:CM,Public Offering,50.00
08/17/2017,TSX:CM,Public Offering,50.00
08/15/2017,TSX:CM,Public Offering,5.64
08/14/2017,TSX:CM,Public Offering,22.21
08/11/2017,TSX:CM,Public Offering,50.00
08/10/2017,TSX:CM,Public Offering,12.75
08/10/2017,TSX:CM,Public Offering,28.00
08/10/2017,TSX:CM,Public Offering,21.77
08/09/2017,TSX:CM,Public Offering,9.91
08/08/2017,TSX:CM,Public Offering,12.99
08/08/2017,TSX:CM,Public Offering,10.74
08/04/2017,TSX:CM,Public Offering,2.63
08/03/2017,TSX:CM,Public Offering,50.00
08/03/2017,TSX:CM,Public Offering,50.00
08/03/2017,TSX:CM,Public Offering,50.00
08/03/2017,TSX:CM,Public Offering,50.00
08/03/2017,TSX:CM,Public Offering,62.79
08/02/2017,TSX:CM,Public Offering,7.07
07/31/2017,TSX:CM,Public Offering,375.06
07/31/2017,TSX:CM,Public Offering,4.71
07/31/2017,TSX:CM,Public Offering,10.48
07/28/2017,TSX:CM,Public Offering,0.89
07/28/2017,TSX:CM,Public Offering,50.00
07/28/2017,TSX:CM,Public Offering,50.00
07/27/2017,TSX:CM,Public Offering,3.62
07/27/2017,TSX:CM,Public Offering,8.78
07/27/2017,TSX:CM,Public Offering,4.87
07/27/2017,TSX:CM,Public Offering,50.00
07/27/2017,TSX:CM,Public Offering,50.00
07/27/2017,TSX:CM,Public Offering,43.73
07/27/2017,TSX:CM,Public Offering,35.24
07/27/2017,TSX:CM,Public Offering,37.41
07/27/2017,TSX:CM,Public Offering,1.16
07/27/2017,TSX:CM,Public Offering,28.68
07/27/2017,TSX:CM,Public Offering,9.59
07/26/2017,TSX:CM,Public Offering,3.76
07/25/2017,TSX:CM,Public Offering,1.26
07/25/2017,TSX:CM,Public Offering,2.50
07/21/2017,TSX:CM,Public Offering,46.22
07/21/2017,TSX:CM,Public Offering,0.56
07/21/2017,TSX:CM,Public Offering,6.04
07/20/2017,TSX:CM,Public Offering,50.00
07/20/2017,TSX:CM,Public Offering,2198.11
07/19/2017,TSX:CM,Public Offering,8.60
07/17/2017,TSX:CM,Public Offering,864.52
07/14/2017,TSX:CM,Public Offering,2.11
07/13/2017,TSX:CM,Public Offering,5.70
07/13/2017,TSX:CM,Public Offering,12.94
07/13/2017,TSX:CM,Public Offering,2.66
07/13/2017,TSX:CM,Public Offering,50.00
07/13/2017,TSX:CM,Public Offering,63.69
07/12/2017,TSX:CM,Public Offering,11.73
07/11/2017,TSX:CM,Public Offering,2.19
07/11/2017,TSX:CM,Public Offering,8.23
07/07/2017,TSX:CM,Public Offering,7.58
07/07/2017,TSX:CM,Public Offering,50.00
07/06/2017,TSX:CM,Public Offering,50.00
06/30/2017,TSX:CM,Public Offering,5.33
06/30/2017,TSX:CM,Public Offering,4.59
06/30/2017,TSX:CM,Public Offering,6.06
06/30/2017,TSX:CM,Public Offering,15.34
06/29/2017,TSX:CM,Public Offering,64.98
06/29/2017,TSX:CM,Public Offering,50.00
06/29/2017,TSX:CM,Public Offering,50.00
06/29/2017,TSX:CM,Public Offering,50.00
06/29/2017,TSX:CM,Public Offering,64.98
06/29/2017,TSX:CM,Public Offering,50.00
06/29/2017,TSX:CM,Public Offering,50.00
06/29/2017,TSX:CM,Public Offering,50.00
06/29/2017,TSX:CM,Public Offering,33.75
06/29/2017,TSX:CM,Public Offering,15.96
06/29/2017,TSX:CM,Public Offering,1.18
06/29/2017,TSX:CM,Public Offering,81.42
06/29/2017,TSX:CM,Public Offering,2.62
