Date,Ticker,TransactionType,TransactionValue
05/05/2016,TSX:RY,Public Offering,20.00
05/05/2016,TSX:RY,Public Offering,20.00
05/05/2016,TSX:RY,Public Offering,20.00
05/05/2016,TSX:RY,Public Offering,20.00
05/05/2016,TSX:RY,Public Offering,3.86
05/04/2016,TSX:RY,Public Offering,1.80
04/29/2016,TSX:RY,Public Offering,38.70
04/29/2016,TSX:RY,Public Offering,4.11
04/29/2016,TSX:RY,Public Offering,5.99
04/29/2016,TSX:RY,Public Offering,8.23
04/29/2016,TSX:RY,Public Offering,1.35
04/29/2016,TSX:RY,Public Offering,5.02
04/28/2016,TSX:RY,Public Offering,13.73
04/28/2016,TSX:RY,Public Offering,27.14
04/27/2016,TSX:RY,Public Offering,2.50
04/27/2016,TSX:RY,Public Offering,1.98
04/26/2016,TSX:RY,Public Offering,8.58
04/26/2016,TSX:RY,Public Offering,0.67
04/26/2016,TSX:RY,Public Offering,1.53
04/26/2016,TSX:RY,Public Offering,2.23
04/26/2016,TSX:RY,Public Offering,2.01
04/26/2016,TSX:RY,Public Offering,1.59
04/26/2016,TSX:RY,Public Offering,0.41
04/26/2016,TSX:RY,Public Offering,0.34
04/26/2016,TSX:RY,Public Offering,2.29
04/26/2016,TSX:RY,Public Offering,30.54
04/25/2016,TSX:RY,Public Offering,4.88
04/22/2016,TSX:RY,Public Offering,1.79
04/22/2016,TSX:RY,Public Offering,1.90
04/22/2016,TSX:RY,Public Offering,3.58
04/22/2016,TSX:RY,Public Offering,11.27
04/22/2016,TSX:RY,Public Offering,1.05
04/22/2016,TSX:RY,Public Offering,1.07
04/21/2016,TSX:RY,Public Offering,25.50
04/21/2016,TSX:RY,Public Offering,18.50
04/21/2016,TSX:RY,Public Offering,65.35
04/21/2016,TSX:RY,Public Offering,34.42
04/21/2016,TSX:RY,Public Offering,20.00
04/21/2016,TSX:RY,Public Offering,20.00
04/20/2016,TSX:RY,Public Offering,1999.36
04/19/2016,TSX:RY,Public Offering,3.04
04/15/2016,TSX:RY,Public Offering,20.00
04/15/2016,TSX:RY,Public Offering,20.00
04/14/2016,TSX:RY,Public Offering,0.20
04/14/2016,TSX:RY,Public Offering,9.55
04/14/2016,TSX:RY,Public Offering,12.10
04/14/2016,TSX:RY,Public Offering,9.03
04/14/2016,TSX:RY,Public Offering,8.99
04/13/2016,TSX:RY,Public Offering,2.03
04/12/2016,TSX:RY,Public Offering,4.30
04/11/2016,TSX:RY,Public Offering,1740.03
04/11/2016,TSX:RY,Public Offering,515.85
04/08/2016,TSX:RY,Public Offering,6.83
04/08/2016,TSX:RY,Public Offering,6.48
04/06/2016,TSX:RY,Public Offering,20.00
04/06/2016,TSX:RY,Public Offering,20.00
04/06/2016,TSX:RY,Public Offering,20.00
04/06/2016,TSX:RY,Public Offering,20.00
04/06/2016,TSX:RY,Public Offering,6.45
04/05/2016,TSX:RY,Public Offering,50.92
04/05/2016,TSX:RY,Public Offering,5.79
04/05/2016,TSX:RY,Public Offering,1.62
04/04/2016,TSX:RY,Public Offering,3.92
04/01/2016,TSX:RY,Public Offering,20.00
04/01/2016,TSX:RY,Public Offering,26.23
04/01/2016,TSX:RY,Public Offering,26.23
04/01/2016,TSX:RY,Public Offering,26.20
04/01/2016,TSX:RY,Public Offering,1.74
03/31/2016,TSX:RY,Public Offering,27.03
03/31/2016,TSX:RY,Public Offering,3.36
03/31/2016,TSX:RY,Public Offering,3.24
03/31/2016,TSX:RY,Public Offering,4.40
03/31/2016,TSX:RY,Public Offering,1.90
03/30/2016,TSX:RY,Public Offering,19.45
03/29/2016,TSX:RY,Public Offering,0.69
03/29/2016,TSX:RY,Public Offering,2.17
03/28/2016,TSX:RY,Public Offering,26.39
03/28/2016,TSX:RY,Public Offering,20.00
03/28/2016,TSX:RY,Public Offering,1.43
03/28/2016,TSX:RY,Public Offering,4.27
03/28/2016,TSX:RY,Public Offering,2.41
03/28/2016,TSX:RY,Public Offering,5.42
03/28/2016,TSX:RY,Public Offering,1.40
03/28/2016,TSX:RY,Public Offering,8.52
03/28/2016,TSX:RY,Public Offering,0.17
03/28/2016,TSX:RY,Public Offering,9.56
03/28/2016,TSX:RY,Public Offering,0.19
03/28/2016,TSX:RY,Public Offering,2.98
03/24/2016,TSX:RY,Public Offering,88.54
03/24/2016,TSX:RY,Public Offering,51.77
03/24/2016,TSX:RY,Public Offering,5.41
03/24/2016,TSX:RY,Public Offering,11.94
03/24/2016,TSX:RY,Public Offering,0.27
03/24/2016,TSX:RY,Public Offering,2.91
03/24/2016,TSX:RY,Public Offering,1.33
03/23/2016,TSX:RY,Public Offering,9.40
03/23/2016,TSX:RY,Public Offering,23.34
03/22/2016,TSX:RY,Public Offering,5.22
03/22/2016,TSX:RY,Public Offering,0.28
03/22/2016,TSX:RY,Public Offering,78.32
03/21/2016,TSX:RY,Public Offering,20.00
03/21/2016,TSX:RY,Public Offering,26.14
03/21/2016,TSX:RY,Public Offering,20.00
03/18/2016,TSX:RY,Public Offering,30.11
03/18/2016,TSX:RY,Public Offering,10.98
03/18/2016,TSX:RY,Public Offering,1.78
03/18/2016,TSX:RY,Public Offering,2.43
03/17/2016,TSX:RY,Public Offering,2.60
03/17/2016,TSX:RY,Public Offering,17.63
03/17/2016,TSX:RY,Public Offering,50.76
03/15/2016,TSX:RY,Public Offering,1.34
03/15/2016,TSX:RY,Public Offering,2.62
03/15/2016,TSX:RY,Public Offering,2.99
03/14/2016,TSX:RY,Public Offering,2323.35
03/14/2016,TSX:RY,Public Offering,51.69
03/14/2016,TSX:RY,Public Offering,32.47
03/11/2016,TSX:RY,Public Offering,46.75
03/10/2016,TSX:RY,Public Offering,53.54
03/10/2016,TSX:RY,Public Offering,13.42
03/09/2016,TSX:RY,Public Offering,30.00
03/09/2016,TSX:RY,Public Offering,20.00
03/09/2016,TSX:RY,Public Offering,1.40
03/09/2016,TSX:RY,Public Offering,1.40
03/09/2016,TSX:RY,Public Offering,3.97
03/04/2016,TSX:RY,Public Offering,40.95
03/04/2016,TSX:RY,Public Offering,20.00
03/04/2016,TSX:RY,Public Offering,20.00
03/04/2016,TSX:RY,Public Offering,20.00
03/04/2016,TSX:RY,Public Offering,4.38
03/04/2016,TSX:RY,Public Offering,1.83
03/03/2016,TSX:RY,Public Offering,4.43
03/03/2016,TSX:RY,Public Offering,20.00
03/03/2016,TSX:RY,Public Offering,2.47
03/02/2016,TSX:RY,Public Offering,1.73
02/29/2016,TSX:RY,Public Offering,5.06
02/26/2016,TSX:RY,Public Offering,2212.56
02/26/2016,TSX:RY,Public Offering,657.78
02/26/2016,TSX:RY,Public Offering,3.66
02/25/2016,TSX:RY,Public Offering,750.00
02/25/2016,TSX:RY,Public Offering,7.78
02/25/2016,TSX:RY,Public Offering,4.08
02/24/2016,TSX:RY,Public Offering,0.29
02/24/2016,TSX:RY,Public Offering,21.59
02/24/2016,TSX:RY,Public Offering,2.75
02/24/2016,TSX:RY,Public Offering,1.16
02/24/2016,TSX:RY,Public Offering,0.32
02/24/2016,TSX:RY,Public Offering,4.23
02/24/2016,TSX:RY,Public Offering,2.48
02/24/2016,TSX:RY,Public Offering,2.80
02/24/2016,TSX:RY,Public Offering,2.18
02/24/2016,TSX:RY,Public Offering,4.05
02/22/2016,TSX:RY,Public Offering,2.94
02/22/2016,TSX:RY,Public Offering,2.21
02/19/2016,TSX:RY,Public Offering,3.35
02/19/2016,TSX:RY,Public Offering,4.37
02/19/2016,TSX:RY,Public Offering,1.39
02/18/2016,TSX:RY,Public Offering,2.06
02/18/2016,TSX:RY,Public Offering,3.30
02/17/2016,TSX:RY,Public Offering,1.51
02/17/2016,TSX:RY,Public Offering,3.53
02/12/2016,TSX:RY,Public Offering,2.96
02/12/2016,TSX:RY,Public Offering,5.78
02/12/2016,TSX:RY,Public Offering,4.09
02/12/2016,TSX:RY,Public Offering,7.15
02/12/2016,TSX:RY,Public Offering,0.50
02/11/2016,TSX:RY,Public Offering,3.49
02/10/2016,TSX:RY,Public Offering,0.20
02/09/2016,TSX:RY,Public Offering,2.65
02/09/2016,TSX:RY,Public Offering,1.32
02/08/2016,TSX:RY,Public Offering,803.30
02/05/2016,TSX:RY,Public Offering,0.96
02/05/2016,TSX:RY,Public Offering,1.09
02/05/2016,TSX:RY,Public Offering,3.70
02/03/2016,TSX:RY,Public Offering,11.51
01/29/2016,TSX:RY,Public Offering,4.48
01/28/2016,TSX:RY,Public Offering,1.90
01/28/2016,TSX:RY,Public Offering,14.16
01/27/2016,TSX:RY,Public Offering,18.64
01/27/2016,TSX:RY,Public Offering,18.64
01/27/2016,TSX:RY,Public Offering,27.92
01/27/2016,TSX:RY,Public Offering,2.23
01/27/2016,TSX:RY,Public Offering,24.07
01/26/2016,TSX:RY,Public Offering,0.82
01/26/2016,TSX:RY,Public Offering,3.74
01/26/2016,TSX:RY,Public Offering,1.33
01/26/2016,TSX:RY,Public Offering,0.79
01/26/2016,TSX:RY,Public Offering,1.48
01/26/2016,TSX:RY,Public Offering,0.94
01/26/2016,TSX:RY,Public Offering,3.43
01/26/2016,TSX:RY,Public Offering,0.51
01/25/2016,TSX:RY,Public Offering,42.22
01/25/2016,TSX:RY,Public Offering,40.64
01/22/2016,TSX:RY,Public Offering,2118.56
01/22/2016,TSX:RY,Public Offering,2.64
01/22/2016,TSX:RY,Public Offering,4.91
01/21/2016,TSX:RY,Public Offering,5.90
01/21/2016,TSX:RY,Public Offering,1.99
01/21/2016,TSX:RY,Public Offering,1.43
01/20/2016,TSX:RY,Public Offering,14.73
01/20/2016,TSX:RY,Public Offering,14.73
01/20/2016,TSX:RY,Public Offering,57.59
01/20/2016,TSX:RY,Public Offering,57.98
01/20/2016,TSX:RY,Public Offering,29.07
01/20/2016,TSX:RY,Public Offering,19.43
01/20/2016,TSX:RY,Public Offering,2193.41
01/19/2016,TSX:RY,Public Offering,791.59
01/19/2016,TSX:RY,Public Offering,175.77
01/19/2016,TSX:RY,Public Offering,0.51
01/15/2016,TSX:RY,Public Offering,0.97
01/15/2016,TSX:RY,Public Offering,658.30
01/15/2016,TSX:RY,Public Offering,5.33
01/15/2016,TSX:RY,Public Offering,3.73
01/15/2016,TSX:RY,Public Offering,3.34
01/15/2016,TSX:RY,Public Offering,1.34
01/15/2016,TSX:RY,Public Offering,2.29
01/14/2016,TSX:RY,Public Offering,152.42
01/14/2016,TSX:RY,Public Offering,3.49
01/13/2016,TSX:RY,Public Offering,57.78
01/13/2016,TSX:RY,Public Offering,9.68
01/13/2016,TSX:RY,Public Offering,9.68
01/13/2016,TSX:RY,Public Offering,412.84
01/12/2016,TSX:RY,Public Offering,0.50
01/12/2016,TSX:RY,Public Offering,1.43
01/11/2016,TSX:RY,Public Offering,1772.74
01/08/2016,TSX:RY,Public Offering,7.92
01/06/2016,TSX:RY,Public Offering,7.06
01/06/2016,TSX:RY,Public Offering,2.91
01/06/2016,TSX:RY,Public Offering,1.91
04/18/2019,TSX:RNX,Public Offering,12.00
01/24/2019,TSX:RNX,Private Placement,0.08
01/16/2019,TSX:RNX,Public Offering,6.00
01/16/2019,TSX:RNX,Private Placement,3.00
09/19/2017,TSX:RNX,Private Placement,4.89
06/07/2017,TSX:RNX,Private Placement,10.00
09/23/2016,TSX:RNX,Private Placement,9.20
07/21/2016,TSX:RNX,Private Placement,1.67
06/24/2016,TSX:RNX,Public Offering,8.70
03/19/2018,TSX:RUS,Private Placement,150.00
04/04/2019,TSX:SBB,Private Placement,5.21
12/31/2018,TSX:SBB,Private Placement,2.78
12/21/2018,TSX:SBB,Public Offering,22.01
10/01/2018,TSX:SBB,Private Placement,1.64
05/17/2018,TSX:SBB,Private Placement,6.71
01/19/2018,TSX:SBB,Private Placement,66.06
09/12/2017,TSX:SBB,Private Placement,6.17
02/28/2017,TSX:SBB,Private Placement,6.07
05/20/2016,TSX:SBB,Public Offering,30.01
06/27/2016,TSX:SSL,Public Offering,65.44
08/14/2018,TSX:SAP,Public Offering,350.00
06/07/2017,TSX:SAP,Public Offering,300.00
11/29/2016,TSX:SAP,Public Offering,300.63
11/21/2016,TSX:SAP,Public Offering,300.00
06/20/2016,TSX:SAP,Public Offering,300.00
04/24/2019,TSX:SIS,Private Placement,70.75
05/04/2018,TSX:SIS,Public Offering,49.80
05/18/2017,TSX:SIS,Private Placement,38.36
06/16/2016,TSX:SIS,Private Placement,20.28
11/26/2018,TSX:SEA,Private Placement,14.00
05/04/2018,TSX:SEA,Private Placement,19.73
04/27/2017,TSX:SEA,Private Placement,22.00
04/10/2017,TSX:SEA,Public Offering,14.30
05/19/2016,TSX:SEA,Private Placement,12.04
04/22/2016,TSX:SEA,Public Offering,7.83
03/22/2016,TSX:SES,Public Offering,130.05
04/22/2016,TSX:SMF,Public Offering,100.05
09/25/2017,TSX:VII,Public Offering,863.31
07/25/2016,TSX:VII,Public Offering,650.15
02/24/2016,TSX:VII,Private Placement,300.00
05/01/2019,TSX:SUM,Merger/Acquisition,1149.18
11/01/2017,TSX:SUM,Public Offering,40.01
11/02/2018,TSX:SJR.B,Public Offering,500.00
11/02/2018,TSX:SJR.B,Public Offering,498.60
08/01/2017,TSX:SJR.B,Shelf Registration,25.40
02/28/2017,TSX:SJR.B,Public Offering,299.70
02/19/2016,TSX:SJR.B,Public Offering,299.67
12/23/2016,TSX:SCL,Public Offering,150.06
01/25/2018,TSX:S,Public Offering,115.00
12/14/2018,NYSE:SHOP,Public Offering,535.90
02/21/2018,NYSE:SHOP,Public Offering,833.73
05/18/2017,NYSE:SHOP,Public Offering,679.97
08/16/2016,NYSE:SHOP,Public Offering,369.03
02/09/2018,TSX:SIA,Public Offering,160.01
11/03/2017,TSX:SIA,Public Offering,100.01
05/06/2016,TSX:SIA,Public Offering,120.30
03/21/2016,TSX:SW,Shelf Registration,37.98
01/17/2018,TSX:SOT.UN,Public Offering,25.00
03/15/2017,TSX:SOT.UN,Public Offering,120.04
09/07/2016,TSX:SOT.UN,Public Offering,50.70
06/24/2016,TSX:SOT.UN,Public Offering,50.00
05/31/2017,TSX:SRT.UN,Private Placement,2.51
03/25/2019,TSX:SRU.UN,Public Offering,350.00
01/23/2019,TSX:SRU.UN,Public Offering,200.00
12/21/2017,TSX:SRU.UN,Public Offering,250.00
12/15/2017,TSX:SRU.UN,Public Offering,250.00
03/15/2017,TSX:SRU.UN,Public Offering,150.00
08/16/2016,TSX:SRU.UN,Public Offering,100.13
08/16/2016,TSX:SRU.UN,Public Offering,250.34
06/06/2018,TSX:SNC,Private Placement,150.00
03/02/2018,TSX:SNC,Private Placement,525.00
11/24/2017,TSX:SNC,Private Placement,300.00
04/27/2017,TSX:SNC,Private Placement,400.02
04/24/2017,TSX:SNC,Public Offering,800.05
08/15/2018,TSX:TOY,Public Offering,149.24
05/24/2017,TSX:TOY,Public Offering,150.00
06/06/2016,TSX:TOY,Public Offering,130.34
06/29/2017,TSX:SII,Public Offering,41.14
06/29/2017,TSX:SII,Buyback,11.00
03/13/2019,TSX:SSRM,Public Offering,306.79
04/14/2016,TSX:STN,Public Offering,525.14
11/19/2018,TSX:STLC,Merger/Acquisition,250.10
09/18/2018,TSX:STLC,Public Offering,181.20
04/04/2018,TSX:STLC,Public Offering,217.50
11/02/2017,TSX:STLC,Public Offering,200.01
08/14/2018,TSX:SJ,Public Offering,343.16
02/21/2018,TSX:SJ,Public Offering,242.50
01/17/2017,TSX:SJ,Private Placement,195.88
03/15/2018,TSX:STEP,Public Offering,50.03
12/01/2017,TSX:STEP,Public Offering,65.01
05/02/2017,TSX:STEP,Public Offering,100.00
11/13/2018,TSX:RAY.A,Private Placement,25.00
05/23/2018,TSX:RAY.A,Public Offering,83.00
05/23/2018,TSX:RAY.A,Private Placement,40.00
10/24/2017,TSX:RAY.A,Public Offering,40.00
09/05/2017,TSX:RAY.A,Merger/Acquisition,4.97
04/25/2019,TSX:SWY,Merger/Acquisition,3.60
12/07/2018,TSX:SWY,Private Placement,30.00
12/10/2018,TSX:SMU.UN,Public Offering,125.09
06/15/2018,TSX:SMU.UN,Public Offering,115.04
12/13/2017,TSX:SMU.UN,Public Offering,90.00
06/30/2017,TSX:SMU.UN,Public Offering,60.02
01/31/2017,TSX:SMU.UN,Public Offering,40.02
06/17/2016,TSX:SMU.UN,Public Offering,30.25
11/23/2017,TSX:SLF,Public Offering,399.83
09/13/2016,TSX:SLF,Public Offering,998.56
02/19/2016,TSX:SLF,Public Offering,349.60
05/24/2019,TSX:SU,Public Offering,748.21
03/31/2019,TSX:SU,Buyback,3000.00
11/08/2017,TSX:SU,Public Offering,950.09
09/08/2016,TSX:SU,Public Offering,299.70
09/08/2016,TSX:SU,Public Offering,698.26
06/22/2016,TSX:SU,Public Offering,2502.50
10/07/2016,TSX:SOY,Private Placement,112.75
12/09/2018,TSX:SPB,Public Offering,0.37
06/28/2018,TSX:SPB,Public Offering,463.73
06/08/2018,TSX:SPB,Public Offering,400.00
05/08/2019,TSX:SGY,Public Offering,30.00
11/15/2017,TSX:SGY,Public Offering,40.00
09/29/2018,TSX:TBL,Merger/Acquisition,105.59
11/08/2017,TSX:TBL,Public Offering,12.50
01/31/2017,TSX:TBL,Merger/Acquisition,235.32
07/12/2016,TSX:TVE,Public Offering,72.01
03/18/2016,TSX:TVE,Public Offering,38.00
06/07/2017,TSX:TKO,Public Offering,334.20
01/29/2016,TSX:TKO,Private Placement,54.48
08/30/2018,TSX:TRP,Shelf Registration,14.92
08/30/2018,TSX:TRP,Shelf Registration,6.49
11/14/2016,TSX:TRP,Public Offering,1000.00
11/02/2016,TSX:TRP,Public Offering,4290.51
04/13/2016,TSX:TRP,Public Offering,500.00
04/01/2016,TSX:TRP,Public Offering,4209.00
05/26/2016,TSX:TECK.B,Public Offering,843.09
05/26/2016,TSX:TECK.B,Public Offering,778.24
06/27/2017,TSX:TCS,Public Offering,15.00
05/22/2019,TSX:T,Public Offering,664.48
06/07/2018,TSX:T,Public Offering,960.98
03/01/2018,TSX:T,Public Offering,593.69
03/01/2017,TSX:T,Public Offering,666.72
09/14/2016,TSX:T,Public Offering,784.50
06/18/2018,TSX:TGO,Public Offering,6.00
11/21/2016,TSX:TGZ,Private Placement,30.98
11/15/2016,TSX:TGZ,Public Offering,34.13
10/13/2016,TSX:TGZ,Private Placement,9.98
10/19/2018,TSX:TVK,Buyback,6.82
04/26/2018,TSX:TVK,Buyback,13.62
12/07/2016,TSX:TEV,Public Offering,476.56
05/29/2019,TSX:BNS,Public Offering,27.07
04/30/2019,TSX:BNS,Public Offering,1505.73
04/11/2019,TSX:BNS,Public Offering,20.00
02/06/2019,TSX:BNS,Public Offering,1647.31
01/29/2019,TSX:BNS,Public Offering,13.27
01/24/2019,TSX:BNS,Public Offering,553.85
01/24/2019,TSX:BNS,Public Offering,106.77
01/18/2019,TSX:BNS,Public Offering,752.61
01/11/2019,TSX:BNS,Public Offering,1892.24
12/27/2018,TSX:BNS,Public Offering,34.12
12/12/2018,TSX:BNS,Public Offering,302.22
11/19/2018,TSX:BNS,Public Offering,331.59
11/13/2018,TSX:BNS,Public Offering,430.77
11/13/2018,TSX:BNS,Public Offering,604.49
11/09/2018,TSX:BNS,Public Offering,343.27
11/02/2018,TSX:BNS,Public Offering,33.99
10/31/2018,TSX:BNS,Public Offering,335.44
10/30/2018,TSX:BNS,Public Offering,434.48
10/29/2018,TSX:BNS,Public Offering,420.19
10/23/2018,TSX:BNS,Public Offering,2618.46
10/18/2018,TSX:BNS,Public Offering,340.63
10/12/2018,TSX:BNS,Public Offering,250.00
09/21/2018,TSX:BNS,Public Offering,103.35
09/20/2018,TSX:BNS,Public Offering,33.03
09/20/2018,TSX:BNS,Public Offering,32.08
09/19/2018,TSX:BNS,Public Offering,37.82
09/13/2018,TSX:BNS,Public Offering,426.13
09/12/2018,TSX:BNS,Public Offering,42.63
08/17/2018,TSX:BNS,Public Offering,57.09
08/10/2018,TSX:BNS,Public Offering,95.65
08/10/2018,TSX:BNS,Public Offering,71.68
08/08/2018,TSX:BNS,Public Offering,39.20
07/26/2018,TSX:BNS,Public Offering,257.82
07/26/2018,TSX:BNS,Public Offering,74.27
07/25/2018,TSX:BNS,Public Offering,164.94
07/23/2018,TSX:BNS,Public Offering,39.47
07/23/2018,TSX:BNS,Public Offering,387.44
07/16/2018,TSX:BNS,Public Offering,464.24
06/26/2018,TSX:BNS,Public Offering,439.04
06/14/2018,TSX:BNS,Public Offering,39.14
06/14/2018,TSX:BNS,Public Offering,37.99
06/11/2018,TSX:BNS,Public Offering,347.55
06/08/2018,TSX:BNS,Public Offering,26.06
06/08/2018,TSX:BNS,Public Offering,1500.16
05/31/2018,TSX:BNS,Public Offering,3.89
05/30/2018,TSX:BNS,Public Offering,0.41
04/30/2018,TSX:BNS,Public Offering,275.71
04/20/2018,TSX:BNS,Public Offering,76.35
04/17/2018,TSX:BNS,Public Offering,1628.72
04/17/2018,TSX:BNS,Public Offering,878.68
04/03/2018,TSX:BNS,Public Offering,474.59
03/29/2018,TSX:BNS,Public Offering,80.74
03/29/2018,TSX:BNS,Public Offering,258.08
03/28/2018,TSX:BNS,Public Offering,1981.55
03/27/2018,TSX:BNS,Public Offering,482.24
03/15/2018,TSX:BNS,Public Offering,65.23
03/14/2018,TSX:BNS,Public Offering,26.62
01/26/2018,TSX:BNS,Public Offering,3.70
01/22/2018,TSX:BNS,Public Offering,1513.72
01/17/2018,TSX:BNS,Public Offering,105.19
01/10/2018,TSX:BNS,Public Offering,928.41
01/05/2018,TSX:BNS,Public Offering,1238.48
01/05/2018,TSX:BNS,Public Offering,619.84
12/20/2017,TSX:BNS,Public Offering,51.39
11/07/2017,TSX:BNS,Public Offering,20.00
10/26/2017,TSX:BNS,Public Offering,25.67
10/25/2017,TSX:BNS,Public Offering,15.00
10/16/2017,TSX:BNS,Public Offering,20.00
10/13/2017,TSX:BNS,Public Offering,20.00
10/06/2017,TSX:BNS,Public Offering,20.00
10/06/2017,TSX:BNS,Public Offering,20.00
10/06/2017,TSX:BNS,Public Offering,25.10
10/05/2017,TSX:BNS,Public Offering,1122.71
10/04/2017,TSX:BNS,Public Offering,1560.30
10/04/2017,TSX:BNS,Public Offering,15.00
09/29/2017,TSX:BNS,Public Offering,18.75
09/29/2017,TSX:BNS,Public Offering,25.00
09/26/2017,TSX:BNS,Public Offering,20.00
09/15/2017,TSX:BNS,Public Offering,20.00
09/14/2017,TSX:BNS,Public Offering,1218.19
09/14/2017,TSX:BNS,Public Offering,488.16
09/14/2017,TSX:BNS,Public Offering,46.26
09/14/2017,TSX:BNS,Public Offering,60.80
09/14/2017,TSX:BNS,Public Offering,11.11
09/11/2017,TSX:BNS,Public Offering,24.29
09/08/2017,TSX:BNS,Public Offering,146.49
09/08/2017,TSX:BNS,Public Offering,10.00
09/07/2017,TSX:BNS,Public Offering,20.00
09/07/2017,TSX:BNS,Public Offering,15.00
09/07/2017,TSX:BNS,Public Offering,20.00
09/07/2017,TSX:BNS,Public Offering,15.00
09/05/2017,TSX:BNS,Public Offering,20.00
08/31/2017,TSX:BNS,Public Offering,10.00
08/31/2017,TSX:BNS,Public Offering,15.00
08/31/2017,TSX:BNS,Public Offering,20.00
08/30/2017,TSX:BNS,Public Offering,20.00
08/30/2017,TSX:BNS,Public Offering,20.00
08/30/2017,TSX:BNS,Public Offering,20.00
08/29/2017,TSX:BNS,Public Offering,25.03
08/21/2017,TSX:BNS,Public Offering,20.00
08/21/2017,TSX:BNS,Public Offering,25.15
08/21/2017,TSX:BNS,Public Offering,25.15
08/18/2017,TSX:BNS,Public Offering,25.18
08/18/2017,TSX:BNS,Public Offering,20.00
08/17/2017,TSX:BNS,Public Offering,25.30
08/17/2017,TSX:BNS,Public Offering,20.00
08/16/2017,TSX:BNS,Public Offering,3.81
08/15/2017,TSX:BNS,Public Offering,20.00
08/11/2017,TSX:BNS,Public Offering,15.00
08/10/2017,TSX:BNS,Public Offering,15.00
08/08/2017,TSX:BNS,Public Offering,8.14
08/08/2017,TSX:BNS,Public Offering,20.00
08/04/2017,TSX:BNS,Public Offering,20.00
08/04/2017,TSX:BNS,Public Offering,20.00
08/03/2017,TSX:BNS,Public Offering,18.84
08/02/2017,TSX:BNS,Public Offering,20.00
08/02/2017,TSX:BNS,Public Offering,15.00
07/31/2017,TSX:BNS,Public Offering,4.51
07/27/2017,TSX:BNS,Public Offering,52.07
07/27/2017,TSX:BNS,Public Offering,6.37
07/27/2017,TSX:BNS,Public Offering,6.57
07/27/2017,TSX:BNS,Public Offering,40.26
07/27/2017,TSX:BNS,Public Offering,34.59
07/27/2017,TSX:BNS,Public Offering,46.74
07/26/2017,TSX:BNS,Public Offering,20.00
07/26/2017,TSX:BNS,Public Offering,25.03
07/26/2017,TSX:BNS,Public Offering,20.00
07/25/2017,TSX:BNS,Public Offering,20.00
07/24/2017,TSX:BNS,Public Offering,20.00
07/19/2017,TSX:BNS,Public Offering,12.60
07/19/2017,TSX:BNS,Public Offering,244.20
07/19/2017,TSX:BNS,Public Offering,20.00
07/17/2017,TSX:BNS,Public Offering,25.32
07/17/2017,TSX:BNS,Public Offering,25.32
07/17/2017,TSX:BNS,Public Offering,25.32
07/17/2017,TSX:BNS,Public Offering,25.32
07/14/2017,TSX:BNS,Public Offering,15.00
07/13/2017,TSX:BNS,Public Offering,2.00
07/13/2017,TSX:BNS,Public Offering,20.00
07/12/2017,TSX:BNS,Public Offering,15.00
07/11/2017,TSX:BNS,Public Offering,1422.90
07/11/2017,TSX:BNS,Public Offering,517.49
07/11/2017,TSX:BNS,Public Offering,20.00
07/10/2017,TSX:BNS,Public Offering,25.77
07/07/2017,TSX:BNS,Public Offering,20.00
07/07/2017,TSX:BNS,Public Offering,23.00
07/05/2017,TSX:BNS,Public Offering,15.00
07/04/2017,TSX:BNS,Public Offering,15.00
07/02/2017,TSX:BNS,Public Offering,337.58
06/30/2017,TSX:BNS,Public Offering,9.57
06/30/2017,TSX:BNS,Public Offering,20.00
06/30/2017,TSX:BNS,Public Offering,19.49
06/30/2017,TSX:BNS,Public Offering,20.00
06/29/2017,TSX:BNS,Public Offering,48.62
06/29/2017,TSX:BNS,Public Offering,42.52
06/29/2017,TSX:BNS,Public Offering,24.12
06/29/2017,TSX:BNS,Public Offering,42.17
06/29/2017,TSX:BNS,Public Offering,49.45
06/27/2017,TSX:BNS,Public Offering,8.39
06/26/2017,TSX:BNS,Public Offering,15.00
06/26/2017,TSX:BNS,Public Offering,15.00
06/23/2017,TSX:BNS,Public Offering,20.00
06/23/2017,TSX:BNS,Public Offering,20.00
06/23/2017,TSX:BNS,Public Offering,26.53
06/22/2017,TSX:BNS,Public Offering,20.11
06/22/2017,TSX:BNS,Public Offering,11.94
06/21/2017,TSX:BNS,Public Offering,20.00
06/16/2017,TSX:BNS,Public Offering,26.45
06/16/2017,TSX:BNS,Public Offering,20.00
06/16/2017,TSX:BNS,Public Offering,15.00
06/15/2017,TSX:BNS,Public Offering,19.94
06/15/2017,TSX:BNS,Public Offering,15.00
06/15/2017,TSX:BNS,Public Offering,12.00
06/14/2017,TSX:BNS,Public Offering,346.25
06/09/2017,TSX:BNS,Public Offering,12.50
06/09/2017,TSX:BNS,Public Offering,11.00
06/08/2017,TSX:BNS,Public Offering,436.14
06/08/2017,TSX:BNS,Public Offering,23.00
06/08/2017,TSX:BNS,Public Offering,20.00
06/08/2017,TSX:BNS,Public Offering,6.83
06/08/2017,TSX:BNS,Public Offering,22.21
06/07/2017,TSX:BNS,Public Offering,21.33
06/02/2017,TSX:BNS,Public Offering,27.01
05/31/2017,TSX:BNS,Public Offering,7.19
05/19/2017,TSX:BNS,Public Offering,20.00
05/17/2017,TSX:BNS,Public Offering,28.09
05/12/2017,TSX:BNS,Public Offering,6.24
05/12/2017,TSX:BNS,Public Offering,27.44
